Record_ID,Equipment_ID,Equipment_Type,Site,Month,Day_of_Week,Weather,Rental_Days,Engine_Hours,Idle_Hours,Current_Rentals,Available_Equipment,Previous_Demand,Predicted_Demand
18082,EQX1082,Roller,Bengaluru Airport,March,Friday,Cloudy,30,322,29,34,27,28,29
18083,EQX1083,Dump Truck,Hyderabad Ring Road,November,Tuesday,Foggy,3,43,21,18,19,27,27
18084,EQX1084,Excavator,Kolkata Dock,May,Monday,Sunny,20,236,19,80,48,79,96
18085,EQX1085,Excavator,Bengaluru Airport,September,Tuesday,Cloudy,4,46,4,80,39,93,104
18086,EQX1086,Crane,Goa Port,January,Saturday,Foggy,7,86,44,87,30,90,95
18087,EQX1087,Roller,Vizag Port,November,Friday,Cloudy,27,209,0,88,38,78,84
18088,EQX1088,Dump Truck,Chennai Metro,February,Sunday,Cloudy,6,81,21,97,56,86,92
18089,EQX1089,Roller,Indore Logistics,June,Tuesday,Sunny,8,81,47,81,9,89,108
18090,EQX1090,Excavator,Ahmedabad SEZ,July,Thursday,Cloudy,22,260,16,39,5,27,42
18091,EQX1091,Backhoe Loader,Goa Port,June,Tuesday,Sunny,23,170,0,20,11,13,27
18092,EQX1092,Roller,Pune Highway,January,Friday,Sunny,28,215,39,74,52,59,67
18093,EQX1093,Wheel Loader,Lucknow Expressway,May,Wednesday,Hot,18,223,20,109,27,97,112
18094,EQX1094,Crane,Jaipur Smart City,December,Wednesday,Foggy,6,47,59,109,53,124,130
18095,EQX1095,Roller,Goa Port,April,Monday,Sunny,25,253,41,56,48,52,63
18096,EQX1096,Dump Truck,Bengaluru Airport,August,Wednesday,Cloudy,19,194,53,26,10,24,34
18097,EQX1097,Backhoe Loader,Nagpur Mine,December,Friday,Cloudy,23,175,34,8,58,5,1
18098,EQX1098,Grader,Jaipur Smart City,March,Sunday,Sunny,12,163,43,119,42,107,120
18099,EQX1099,Excavator,Coimbatore Plant,January,Thursday,Cloudy,21,160,42,108,10,122,131
18100,EQX1100,Grader,Pune Highway,September,Thursday,Sunny,28,356,0,15,4,16,28
18101,EQX1101,Backhoe Loader,Coimbatore Plant,May,Wednesday,Hot,21,176,23,116,23,127,143
18102,EQX1102,Wheel Loader,Delhi NCR,July,Friday,Cloudy,22,156,5,104,38,100,120
18103,EQX1103,Excavator,Vizag Port,January,Friday,Sunny,21,170,23,7,7,10,14
18104,EQX1104,Roller,Lucknow Expressway,March,Friday,Cloudy,28,190,0,103,60,111,118
18105,EQX1105,Dump Truck,Delhi NCR,November,Friday,Foggy,16,152,13,94,18,98,106
18106,EQX1106,Bulldozer,Mysuru Township,October,Monday,Cloudy,13,168,32,86,38,74,79
18107,EQX1107,Excavator,Pune Highway,October,Friday,Sunny,25,295,2,77,3,87,99
18108,EQX1108,Crane,Lucknow Expressway,February,Tuesday,Sunny,5,72,43,118,11,103,117
18109,EQX1109,Bulldozer,Patna Bridge,March,Tuesday,Sunny,2,18,65,46,26,34,40
18110,EQX1110,Crane,Indore Logistics,April,Sunday,Sunny,6,60,35,113,33,98,116
18111,EQX1111,Bulldozer,Nagpur Mine,July,Friday,Stormy,2,23,40,23,35,28,36
18112,EQX1112,Grader,Surat Industrial,September,Sunday,Sunny,1,17,23,112,57,126,144
18113,EQX1113,Crane,Goa Port,August,Tuesday,Cloudy,3,36,0,29,3,31,43
18114,EQX1114,Backhoe Loader,Indore Logistics,August,Thursday,Rainy,7,78,27,16,5,16,25
18115,EQX1115,Wheel Loader,Chennai Metro,February,Sunday,Sunny,18,169,15,19,30,17,21
18116,EQX1116,Roller,Pune Highway,December,Friday,Cloudy,20,237,19,99,45,95,102
18117,EQX1117,Backhoe Loader,Mysuru Township,June,Sunday,Sunny,16,133,47,65,6,60,77
18118,EQX1118,Excavator,Coimbatore Plant,February,Thursday,Cloudy,16,119,41,36,2,22,24
18119,EQX1119,Wheel Loader,Mumbai Port,September,Tuesday,Sunny,19,175,0,116,20,119,140
18120,EQX1120,Dump Truck,Indore Logistics,June,Tuesday,Rainy,5,67,9,107,55,105,119
18121,EQX1121,Roller,Jaipur Smart City,August,Wednesday,Rainy,13,100,0,86,59,79,93
18122,EQX1122,Backhoe Loader,Bhopal Quarry,March,Saturday,Cloudy,21,191,0,71,6,57,63
18123,EQX1123,Dump Truck,Mysuru Township,March,Thursday,Sunny,29,241,5,88,16,90,102
18124,EQX1124,Dump Truck,Lucknow Expressway,April,Saturday,Sunny,11,115,0,110,49,107,125
18125,EQX1125,Roller,Lucknow Expressway,October,Sunday,Cloudy,23,229,40,120,17,124,133
18126,EQX1126,Dump Truck,Ahmedabad SEZ,February,Thursday,Sunny,4,29,20,53,20,55,63
18127,EQX1127,Roller,Jaipur Smart City,November,Thursday,Sunny,26,326,35,103,56,115,126
18128,EQX1128,Grader,Nagpur Mine,August,Thursday,Rainy,23,263,46,119,43,107,124
18129,EQX1129,Wheel Loader,Kochi Harbor,May,Sunday,Sunny,1,14,34,48,19,55,69
18130,EQX1130,Backhoe Loader,Bengaluru Airport,March,Monday,Cloudy,6,75,0,67,54,79,83
18131,EQX1131,Grader,Hyderabad Ring Road,March,Thursday,Sunny,9,118,29,7,46,5,7
18132,EQX1132,Backhoe Loader,Vizag Port,June,Thursday,Sunny,15,102,57,16,48,12,22
18133,EQX1133,Bulldozer,Jaipur Smart City,March,Thursday,Cloudy,9,110,50,116,9,113,122
18134,EQX1134,Backhoe Loader,Delhi NCR,December,Friday,Cloudy,13,152,29,51,22,37,40
18135,EQX1135,Crane,Pune Highway,March,Friday,Cloudy,6,75,21,5,54,5,2
18136,EQX1136,Dump Truck,Mumbai Port,November,Sunday,Cloudy,10,80,0,36,13,41,43
18137,EQX1137,Crane,Patna Bridge,January,Sunday,Sunny,30,342,0,18,23,21,26
18138,EQX1138,Dump Truck,Indore Logistics,March,Tuesday,Sunny,20,248,4,16,16,21,26
18139,EQX1139,Dump Truck,Bhopal Quarry,March,Tuesday,Sunny,14,117,29,87,12,96,108
18140,EQX1140,Excavator,Mysuru Township,October,Wednesday,Cloudy,15,127,11,90,14,89,96
18141,EQX1141,Excavator,Jaipur Smart City,June,Monday,Cloudy,16,151,42,66,17,65,77
18142,EQX1142,Roller,Pune Highway,September,Sunday,Cloudy,11,106,14,24,9,34,41
18143,EQX1143,Bulldozer,Kolkata Dock,July,Thursday,Cloudy,27,276,0,21,36,34,46
18144,EQX1144,Dump Truck,Nagpur Mine,May,Wednesday,Sunny,15,161,42,23,25,32,43
18145,EQX1145,Dump Truck,Patna Bridge,February,Wednesday,Cloudy,29,203,2,30,17,20,22
18146,EQX1146,Bulldozer,Coimbatore Plant,July,Saturday,Cloudy,4,43,49,120,14,135,156
18147,EQX1147,Bulldozer,Pune Highway,January,Tuesday,Sunny,8,80,11,62,7,75,85
18148,EQX1148,Roller,Pune Highway,September,Saturday,Sunny,12,110,37,25,52,12,21
18149,EQX1149,Wheel Loader,Bengaluru Airport,August,Wednesday,Cloudy,17,140,38,56,46,70,82
18150,EQX1150,Crane,Delhi NCR,September,Monday,Sunny,19,203,11,63,6,51,67
18151,EQX1151,Backhoe Loader,Pune Highway,January,Thursday,Foggy,25,216,6,59,33,60,64
18152,EQX1152,Dump Truck,Pune Highway,January,Monday,Sunny,16,157,0,106,51,110,123
18153,EQX1153,Wheel Loader,Nagpur Mine,December,Thursday,Sunny,3,44,2,37,39,23,29
18154,EQX1154,Bulldozer,Lucknow Expressway,April,Saturday,Cloudy,26,326,0,104,26,112,126
18155,EQX1155,Grader,Mysuru Township,January,Monday,Sunny,15,90,0,77,12,87,99
18156,EQX1156,Crane,Goa Port,November,Friday,Cloudy,22,200,40,30,31,36,36
18157,EQX1157,Wheel Loader,Mumbai Port,December,Monday,Cloudy,17,157,19,22,57,26,24
18158,EQX1158,Excavator,Hyderabad Ring Road,March,Sunday,Sunny,17,208,11,94,21,91,104
18159,EQX1159,Dump Truck,Patna Bridge,August,Friday,Cloudy,30,292,16,65,31,66,80
18160,EQX1160,Crane,Hyderabad Ring Road,September,Wednesday,Cloudy,11,71,13,59,42,53,62
18161,EQX1161,Backhoe Loader,Mysuru Township,September,Tuesday,Rainy,21,190,0,53,51,50,57
18162,EQX1162,Excavator,Chennai Metro,September,Thursday,Sunny,2,22,3,95,43,86,104
18163,EQX1163,Wheel Loader,Mysuru Township,December,Thursday,Cloudy,30,332,0,112,45,126,134
18164,EQX1164,Crane,Mysuru Township,July,Sunday,Cloudy,24,149,47,77,55,89,104
18165,EQX1165,Bulldozer,Lucknow Expressway,October,Monday,Sunny,1,33,6,33,17,41,48
18166,EQX1166,Grader,Indore Logistics,June,Thursday,Cloudy,28,267,10,35,15,40,50
18167,EQX1167,Excavator,Hyderabad Ring Road,October,Saturday,Cloudy,4,61,10,46,10,56,59
18168,EQX1168,Crane,Chennai Metro,September,Thursday,Sunny,28,245,2,120,46,113,133
18169,EQX1169,Crane,Coimbatore Plant,September,Sunday,Cloudy,18,110,13,34,27,47,54
18170,EQX1170,Crane,Mysuru Township,November,Sunday,Sunny,20,143,29,18,11,22,27
18171,EQX1171,Dump Truck,Pune Highway,August,Monday,Rainy,30,311,0,119,9,119,139
18172,EQX1172,Backhoe Loader,Nagpur Mine,December,Friday,Sunny,27,321,44,36,4,36,43
18173,EQX1173,Bulldozer,Goa Port,June,Friday,Rainy,11,110,20,120,4,106,124
18174,EQX1174,Crane,Patna Bridge,December,Thursday,Foggy,6,81,27,78,11,83,89
18175,EQX1175,Backhoe Loader,Goa Port,March,Thursday,Cloudy,15,132,39,110,56,108,115
18176,EQX1176,Roller,Bengaluru Airport,August,Thursday,Cloudy,3,49,33,9,49,23,30
18177,EQX1177,Crane,Pune Highway,April,Monday,Cloudy,15,170,2,69,52,54,63
18178,EQX1178,Grader,Patna Bridge,December,Sunday,Cloudy,17,163,24,95,19,81,88
18179,EQX1179,Dump Truck,Kolkata Dock,May,Saturday,Sunny,6,59,25,48,17,60,75
18180,EQX1180,Grader,Patna Bridge,October,Sunday,Sunny,22,148,23,34,20,22,28
18181,EQX1181,Grader,Delhi NCR,February,Monday,Sunny,19,203,0,104,26,97,111
18182,EQX1182,Wheel Loader,Mysuru Township,September,Saturday,Cloudy,12,84,41,13,22,12,16
18183,EQX1183,Roller,Nagpur Mine,January,Wednesday,Sunny,14,113,55,69,21,73,82
18184,EQX1184,Crane,Indore Logistics,October,Sunday,Sunny,1,20,64,118,18,122,135
18185,EQX1185,Grader,Kolkata Dock,June,Sunday,Sunny,2,22,43,117,13,119,141
18186,EQX1186,Crane,Bengaluru Airport,January,Friday,Cloudy,5,63,23,19,44,6,5
18187,EQX1187,Dump Truck,Mysuru Township,October,Tuesday,Sunny,15,143,49,100,20,97,109
18188,EQX1188,Dump Truck,Nagpur Mine,June,Wednesday,Sunny,17,192,5,101,6,116,138
18189,EQX1189,Excavator,Kochi Harbor,September,Friday,Sunny,20,144,7,28,55,21,31
18190,EQX1190,Roller,Goa Port,August,Thursday,Rainy,8,99,55,113,26,122,139
18191,EQX1191,Excavator,Goa Port,January,Monday,Foggy,12,159,22,62,20,57,61
18192,EQX1192,Roller,Bengaluru Airport,October,Tuesday,Sunny,11,140,33,114,22,129,143
18193,EQX1193,Crane,Chennai Metro,October,Tuesday,Sunny,12,111,0,50,35,37,45
18194,EQX1194,Bulldozer,Indore Logistics,February,Tuesday,Sunny,9,100,29,18,55,29,32
18195,EQX1195,Dump Truck,Nagpur Mine,April,Saturday,Sunny,12,75,0,57,11,67,82
18196,EQX1196,Grader,Ahmedabad SEZ,February,Monday,Sunny,27,298,0,38,32,49,56
18197,EQX1197,Backhoe Loader,Hyderabad Ring Road,May,Wednesday,Hot,4,53,4,111,40,107,122
18198,EQX1198,Backhoe Loader,Patna Bridge,January,Monday,Cloudy,27,234,40,104,30,101,108
18199,EQX1199,Dump Truck,Coimbatore Plant,April,Monday,Cloudy,23,266,4,105,18,90,104
18200,EQX1200,Roller,Ahmedabad SEZ,October,Thursday,Cloudy,11,123,56,120,17,118,127
18201,EQX1201,Grader,Delhi NCR,February,Wednesday,Cloudy,2,40,16,43,12,30,33
18202,EQX1202,Crane,Kochi Harbor,June,Saturday,Cloudy,24,252,34,84,49,86,98
18203,EQX1203,Bulldozer,Kolkata Dock,February,Tuesday,Cloudy,28,313,32,120,24,114,123
18204,EQX1204,Grader,Indore Logistics,August,Monday,Rainy,8,102,14,76,31,85,99
18205,EQX1205,Excavator,Coimbatore Plant,March,Sunday,Cloudy,6,63,21,18,24,29,28
18206,EQX1206,Wheel Loader,Mysuru Township,January,Saturday,Cloudy,10,117,44,83,13,71,77
18207,EQX1207,Grader,Mumbai Port,April,Friday,Cloudy,2,29,44,20,55,32,34
18208,EQX1208,Backhoe Loader,Pune Highway,April,Monday,Cloudy,29,267,40,115,54,130,142
18209,EQX1209,Grader,Pune Highway,April,Saturday,Sunny,6,46,23,12,3,16,26
18210,EQX1210,Bulldozer,Surat Industrial,May,Sunday,Sunny,19,244,39,72,44,87,102
18211,EQX1211,Bulldozer,Jaipur Smart City,September,Friday,Sunny,12,108,45,23,36,30,40
18212,EQX1212,Roller,Delhi NCR,December,Tuesday,Foggy,1,25,54,103,38,93,99
18213,EQX1213,Dump Truck,Ahmedabad SEZ,October,Saturday,Sunny,28,351,22,22,37,20,24
18214,EQX1214,Bulldozer,Coimbatore Plant,February,Saturday,Sunny,20,143,52,27,28,30,34
18215,EQX1215,Backhoe Loader,Kolkata Dock,December,Saturday,Foggy,3,48,52,120,35,122,130
18216,EQX1216,Excavator,Bhopal Quarry,January,Thursday,Sunny,11,120,44,73,4,77,87
18217,EQX1217,Grader,Indore Logistics,August,Tuesday,Cloudy,23,189,34,92,41,78,94
18218,EQX1218,Grader,Pune Highway,November,Saturday,Foggy,30,348,0,60,40,61,65
18219,EQX1219,Excavator,Hyderabad Ring Road,August,Wednesday,Rainy,7,93,33,60,4,48,61
18220,EQX1220,Roller,Surat Industrial,October,Friday,Cloudy,10,89,0,78,53,74,79
18221,EQX1221,Excavator,Chennai Metro,March,Thursday,Sunny,11,106,0,58,23,67,76
18222,EQX1222,Crane,Delhi NCR,May,Wednesday,Sunny,12,152,47,8,23,5,15
18223,EQX1223,Dump Truck,Goa Port,June,Friday,Rainy,18,142,36,105,11,99,114
18224,EQX1224,Roller,Pune Highway,May,Friday,Sunny,24,169,34,78,25,68,85
18225,EQX1225,Bulldozer,Pune Highway,September,Saturday,Rainy,8,90,37,114,35,111,124
18226,EQX1226,Dump Truck,Lucknow Expressway,August,Friday,Rainy,14,130,58,110,17,119,136
18227,EQX1227,Excavator,Jaipur Smart City,October,Friday,Cloudy,15,204,0,37,51,28,29
18228,EQX1228,Roller,Vizag Port,October,Sunday,Sunny,26,309,16,22,26,26,31
18229,EQX1229,Wheel Loader,Kochi Harbor,March,Tuesday,Sunny,24,150,0,49,6,40,49
18230,EQX1230,Bulldozer,Hyderabad Ring Road,June,Monday,Rainy,24,302,22,44,18,52,61
18231,EQX1231,Roller,Bhopal Quarry,June,Tuesday,Cloudy,3,28,35,12,11,19,26
18232,EQX1232,Bulldozer,Kolkata Dock,June,Thursday,Cloudy,28,248,4,66,31,55,67
18233,EQX1233,Bulldozer,Lucknow Expressway,September,Thursday,Cloudy,24,216,0,24,40,10,16
18234,EQX1234,Excavator,Bhopal Quarry,December,Tuesday,Sunny,30,258,0,74,51,85,94
18235,EQX1235,Roller,Chennai Metro,October,Monday,Sunny,26,196,23,34,26,41,47
18236,EQX1236,Backhoe Loader,Ahmedabad SEZ,September,Monday,Cloudy,17,211,6,18,18,5,11
18237,EQX1237,Wheel Loader,Bengaluru Airport,July,Thursday,Stormy,21,234,31,116,4,102,121
18238,EQX1238,Backhoe Loader,Patna Bridge,March,Monday,Sunny,29,207,0,116,60,106,119
18239,EQX1239,Bulldozer,Indore Logistics,May,Monday,Sunny,12,108,8,35,20,48,62
18240,EQX1240,Dump Truck,Hyderabad Ring Road,August,Saturday,Cloudy,14,112,41,116,57,115,132
18241,EQX1241,Wheel Loader,Kolkata Dock,June,Friday,Cloudy,10,129,0,83,32,72,86
18242,EQX1242,Excavator,Pune Highway,May,Sunday,Hot,11,142,20,61,50,71,81
18243,EQX1243,Bulldozer,Bengaluru Airport,November,Sunday,Sunny,16,153,42,45,56,52,57
18244,EQX1244,Wheel Loader,Kolkata Dock,May,Monday,Sunny,28,182,16,42,20,50,64
18245,EQX1245,Roller,Jaipur Smart City,February,Monday,Sunny,2,26,18,6,41,21,24
18246,EQX1246,Excavator,Hyderabad Ring Road,January,Tuesday,Sunny,5,43,51,53,49,46,52
18247,EQX1247,Wheel Loader,Goa Port,August,Saturday,Rainy,8,66,0,54,34,61,73
18248,EQX1248,Excavator,Kolkata Dock,September,Friday,Rainy,12,114,0,119,16,119,135
18249,EQX1249,Crane,Jaipur Smart City,July,Wednesday,Rainy,29,326,23,101,14,86,105
18250,EQX1250,Dump Truck,Kochi Harbor,November,Saturday,Foggy,3,28,26,43,24,50,52
18251,EQX1251,Bulldozer,Indore Logistics,April,Thursday,Sunny,12,113,0,116,38,108,127
18252,EQX1252,Bulldozer,Patna Bridge,September,Friday,Cloudy,3,32,48,89,39,88,99
18253,EQX1253,Dump Truck,Vizag Port,June,Wednesday,Sunny,29,282,7,48,43,40,55
18254,EQX1254,Grader,Surat Industrial,August,Wednesday,Rainy,19,231,5,103,24,98,115
18255,EQX1255,Grader,Kolkata Dock,February,Wednesday,Sunny,24,162,0,70,59,71,80
18256,EQX1256,Wheel Loader,Coimbatore Plant,August,Wednesday,Rainy,24,210,30,81,34,74,88
18257,EQX1257,Wheel Loader,Patna Bridge,April,Sunday,Sunny,27,170,43,79,41,66,80
18258,EQX1258,Dump Truck,Hyderabad Ring Road,November,Thursday,Cloudy,19,215,2,76,5,66,73
18259,EQX1259,Bulldozer,Coimbatore Plant,December,Friday,Foggy,21,205,16,74,37,67,72
18260,EQX1260,Excavator,Mysuru Township,June,Wednesday,Cloudy,20,242,21,69,31,78,90
18261,EQX1261,Wheel Loader,Bengaluru Airport,February,Saturday,Cloudy,20,255,29,93,29,103,109
18262,EQX1262,Roller,Patna Bridge,April,Sunday,Sunny,13,135,30,55,8,42,56
18263,EQX1263,Excavator,Jaipur Smart City,November,Monday,Sunny,5,49,32,58,43,71,78
18264,EQX1264,Bulldozer,Surat Industrial,October,Wednesday,Cloudy,19,149,14,25,40,21,21
18265,EQX1265,Crane,Delhi NCR,July,Tuesday,Cloudy,12,133,0,33,32,47,60
18266,EQX1266,Backhoe Loader,Lucknow Expressway,September,Friday,Sunny,5,40,36,59,55,45,58
18267,EQX1267,Wheel Loader,Mysuru Township,March,Thursday,Sunny,24,304,14,72,52,66,75
18268,EQX1268,Roller,Jaipur Smart City,December,Thursday,Sunny,28,316,33,12,52,23,25
18269,EQX1269,Excavator,Chennai Metro,June,Thursday,Rainy,21,184,33,49,12,43,53
18270,EQX1270,Excavator,Kolkata Dock,May,Thursday,Hot,6,63,57,41,53,26,32
18271,EQX1271,Backhoe Loader,Lucknow Expressway,October,Thursday,Cloudy,21,191,0,19,12,15,16
18272,EQX1272,Dump Truck,Delhi NCR,February,Friday,Sunny,20,215,39,99,34,98,110
18273,EQX1273,Excavator,Chennai Metro,April,Friday,Cloudy,20,200,0,11,42,10,14
18274,EQX1274,Wheel Loader,Hyderabad Ring Road,January,Wednesday,Foggy,23,243,0,64,30,55,59
18275,EQX1275,Excavator,Goa Port,July,Sunday,Cloudy,28,318,0,88,14,75,95
18276,EQX1276,Excavator,Lucknow Expressway,November,Tuesday,Sunny,24,217,25,64,57,51,58
18277,EQX1277,Wheel Loader,Mysuru Township,February,Tuesday,Sunny,1,22,61,76,12,86,96
18278,EQX1278,Dump Truck,Chennai Metro,April,Tuesday,Cloudy,18,115,37,54,21,69,77
18279,EQX1279,Roller,Vizag Port,September,Friday,Cloudy,12,126,9,33,21,37,44
18280,EQX1280,Grader,Mysuru Township,January,Monday,Sunny,20,243,24,114,5,105,120
18281,EQX1281,Wheel Loader,Bengaluru Airport,September,Friday,Sunny,7,56,38,76,54,66,80
18282,EQX1282,Backhoe Loader,Goa Port,July,Thursday,Rainy,4,57,22,65,6,59,75
18283,EQX1283,Dump Truck,Jaipur Smart City,July,Monday,Rainy,6,66,28,84,18,96,113
18284,EQX1284,Bulldozer,Mysuru Township,October,Tuesday,Sunny,12,167,0,107,2,111,126
18285,EQX1285,Dump Truck,Vizag Port,December,Thursday,Foggy,15,141,8,41,34,36,38
18286,EQX1286,Backhoe Loader,Mumbai Port,December,Tuesday,Foggy,6,56,33,41,5,53,55
18287,EQX1287,Bulldozer,Jaipur Smart City,September,Monday,Cloudy,26,294,0,64,34,66,76
18288,EQX1288,Grader,Delhi NCR,February,Monday,Sunny,20,142,0,107,49,93,106
18289,EQX1289,Backhoe Loader,Hyderabad Ring Road,August,Wednesday,Cloudy,13,161,14,117,24,105,125
18290,EQX1290,Bulldozer,Patna Bridge,October,Monday,Sunny,28,347,16,29,49,34,38
18291,EQX1291,Roller,Hyderabad Ring Road,December,Friday,Sunny,5,39,66,79,3,79,89
18292,EQX1292,Excavator,Mysuru Township,August,Tuesday,Rainy,16,109,12,105,53,94,110
18293,EQX1293,Grader,Indore Logistics,July,Friday,Stormy,10,100,0,68,47,60,73
18294,EQX1294,Backhoe Loader,Bengaluru Airport,March,Monday,Cloudy,25,182,0,107,50,111,119
18295,EQX1295,Dump Truck,Kolkata Dock,October,Wednesday,Cloudy,7,69,39,114,37,112,120
18296,EQX1296,Backhoe Loader,Patna Bridge,March,Monday,Sunny,12,88,50,117,31,122,135
18297,EQX1297,Bulldozer,Mumbai Port,June,Sunday,Sunny,15,204,35,9,21,11,22
18298,EQX1298,Grader,Kolkata Dock,October,Tuesday,Cloudy,27,211,37,39,31,26,27
18299,EQX1299,Wheel Loader,Pune Highway,April,Sunday,Cloudy,21,195,0,52,5,67,76
18300,EQX1300,Backhoe Loader,Patna Bridge,January,Sunday,Cloudy,23,297,4,6,46,21,19
18301,EQX1301,Roller,Kochi Harbor,August,Sunday,Rainy,1,35,61,119,20,115,133
18302,EQX1302,Wheel Loader,Mumbai Port,December,Tuesday,Sunny,3,42,41,53,44,67,73
18303,EQX1303,Dump Truck,Goa Port,November,Tuesday,Sunny,29,293,40,90,14,105,117
18304,EQX1304,Bulldozer,Ahmedabad SEZ,December,Tuesday,Cloudy,20,207,38,107,55,114,120
18305,EQX1305,Bulldozer,Nagpur Mine,October,Sunday,Cloudy,27,163,17,79,38,87,92
18306,EQX1306,Crane,Mumbai Port,January,Thursday,Foggy,23,190,0,8,58,10,7
18307,EQX1307,Roller,Chennai Metro,December,Friday,Sunny,24,223,0,85,52,84,94
18308,EQX1308,Grader,Hyderabad Ring Road,March,Sunday,Cloudy,25,279,11,64,3,70,75
18309,EQX1309,Dump Truck,Mumbai Port,August,Thursday,Rainy,12,158,0,52,22,45,58
18310,EQX1310,Bulldozer,Delhi NCR,December,Thursday,Foggy,28,343,16,109,39,114,122
18311,EQX1311,Excavator,Mumbai Port,November,Saturday,Cloudy,6,56,52,71,33,57,60
18312,EQX1312,Dump Truck,Goa Port,October,Thursday,Cloudy,21,231,28,8,59,5,2
18313,EQX1313,Dump Truck,Coimbatore Plant,May,Sunday,Hot,19,190,51,32,48,44,50
18314,EQX1314,Wheel Loader,Mumbai Port,November,Sunday,Foggy,30,339,3,76,4,86,93
18315,EQX1315,Roller,Jaipur Smart City,November,Friday,Foggy,9,105,59,69,47,60,62
18316,EQX1316,Roller,Patna Bridge,July,Tuesday,Rainy,3,35,66,66,30,81,95
18317,EQX1317,Grader,Ahmedabad SEZ,March,Monday,Sunny,9,128,33,116,53,106,118
18318,EQX1318,Wheel Loader,Pune Highway,March,Thursday,Sunny,18,205,0,114,46,104,118
18319,EQX1319,Crane,Jaipur Smart City,May,Thursday,Sunny,24,212,25,77,7,82,100
18320,EQX1320,Backhoe Loader,Chennai Metro,March,Tuesday,Sunny,11,143,42,14,54,5,7
18321,EQX1321,Dump Truck,Pune Highway,November,Friday,Foggy,30,367,26,91,40,99,105
18322,EQX1322,Wheel Loader,Coimbatore Plant,February,Friday,Cloudy,14,105,52,24,10,32,32
18323,EQX1323,Bulldozer,Bhopal Quarry,December,Wednesday,Foggy,22,253,26,72,29,63,67
18324,EQX1324,Grader,Vizag Port,February,Sunday,Cloudy,30,337,0,68,60,74,77
18325,EQX1325,Wheel Loader,Lucknow Expressway,May,Monday,Hot,9,83,18,73,31,80,92
18326,EQX1326,Dump Truck,Lucknow Expressway,September,Monday,Cloudy,15,126,14,95,45,101,113
18327,EQX1327,Bulldozer,Lucknow Expressway,February,Sunday,Cloudy,29,302,33,42,19,31,33
18328,EQX1328,Wheel Loader,Chennai Metro,December,Monday,Sunny,21,155,40,41,47,31,36
18329,EQX1329,Bulldozer,Delhi NCR,June,Monday,Sunny,17,142,0,11,31,5,17
18330,EQX1330,Dump Truck,Mumbai Port,May,Saturday,Hot,25,203,6,80,22,73,86
18331,EQX1331,Dump Truck,Hyderabad Ring Road,November,Friday,Sunny,18,142,43,29,41,25,29
18332,EQX1332,Grader,Nagpur Mine,December,Tuesday,Sunny,22,230,17,92,41,102,113
18333,EQX1333,Crane,Goa Port,November,Tuesday,Cloudy,4,59,10,119,7,123,134
18334,EQX1334,Grader,Coimbatore Plant,March,Wednesday,Cloudy,4,41,32,91,47,82,87
18335,EQX1335,Dump Truck,Bengaluru Airport,March,Friday,Cloudy,25,204,24,111,4,124,134
18336,EQX1336,Roller,Bhopal Quarry,October,Saturday,Cloudy,16,158,37,118,47,109,117
18337,EQX1337,Backhoe Loader,Goa Port,February,Sunday,Sunny,14,123,8,111,30,126,140
18338,EQX1338,Roller,Vizag Port,February,Monday,Cloudy,17,116,0,10,4,19,19
18339,EQX1339,Backhoe Loader,Pune Highway,July,Tuesday,Rainy,18,146,27,101,45,105,123
18340,EQX1340,Roller,Nagpur Mine,May,Tuesday,Hot,8,69,15,63,29,53,64
18341,EQX1341,Dump Truck,Bengaluru Airport,February,Monday,Sunny,7,74,19,73,19,78,88
18342,EQX1342,Roller,Hyderabad Ring Road,July,Monday,Cloudy,23,249,0,92,52,85,103
18343,EQX1343,Wheel Loader,Patna Bridge,April,Saturday,Cloudy,24,158,0,22,26,7,12
18344,EQX1344,Crane,Nagpur Mine,September,Saturday,Rainy,15,155,5,104,12,119,133
18345,EQX1345,Crane,Lucknow Expressway,February,Wednesday,Sunny,1,21,67,64,16,55,63
18346,EQX1346,Backhoe Loader,Lucknow Expressway,September,Tuesday,Cloudy,28,189,29,102,33,117,130
18347,EQX1347,Dump Truck,Surat Industrial,April,Thursday,Sunny,8,94,40,47,22,54,66
18348,EQX1348,Backhoe Loader,Bhopal Quarry,September,Thursday,Sunny,4,48,45,101,30,94,112
18349,EQX1349,Bulldozer,Indore Logistics,April,Friday,Cloudy,14,84,54,13,23,7,10
18350,EQX1350,Roller,Surat Industrial,June,Friday,Sunny,19,213,14,94,7,98,119
18351,EQX1351,Wheel Loader,Kolkata Dock,September,Friday,Cloudy,20,162,52,42,5,34,42
18352,EQX1352,Grader,Delhi NCR,April,Wednesday,Sunny,13,113,0,119,59,130,148
18353,EQX1353,Bulldozer,Surat Industrial,October,Saturday,Cloudy,15,130,44,117,51,130,137
18354,EQX1354,Grader,Bengaluru Airport,September,Thursday,Rainy,1,18,16,111,29,101,115
18355,EQX1355,Excavator,Nagpur Mine,February,Wednesday,Sunny,25,216,19,68,46,58,66
18356,EQX1356,Crane,Indore Logistics,December,Tuesday,Foggy,17,177,51,89,11,74,80
18357,EQX1357,Bulldozer,Jaipur Smart City,December,Tuesday,Foggy,29,354,3,45,48,59,61
18358,EQX1358,Excavator,Nagpur Mine,March,Sunday,Sunny,25,272,37,27,45,20,24
